table,var,format,description,nomenclature,creation,suppression,dates_manquantes
MA_REM_FT,BEN_QLT_COD,number (3),Qualité du bénéficiaire,IR_BEQ_V,,,
MA_REM_FT,PRS_FJH_TYP,number (2),Type de prise en charge Forfait Journalier,IR_FJH_V,,,
MA_REM_FT,PRS_DEP_MNT,"number (11,2)",Montant global du dépassement,-,,,
MA_REM_FT,ETE_DPT_COD,string (3),Département de l'établissement exécutant,IR_DPT_V,,,
MA_REM_FT,PSP_CNV_COD,number (1),Code convention du professionnel de santé prescripteur,IR_CNV_V,,,
MA_REM_FT,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
MA_REM_FT,BEN_CTA_TYP,number (3),Type de contrat complémentaire,-,,,
MA_REM_FT,PRS_ACT_NBR,number (5),Dénombrement des actes de base,-,,,
MA_REM_FT,ETE_TYP_COD,number (2),Code du type de l'établissement exécutant,IR_TYE_V,,,
MA_REM_FT,TOP_PS5_RG,number (2),Top PS5 Régime Général,-,,,
MA_REM_FT,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
MA_REM_FT,BEN_NAI_ANN,string (4),Année de naissance du bénéficiaire,-,,,
MA_REM_FT,SOI_MOI,string (2),Mois de soin PS5,-,,,
MA_REM_FT,CPL_COD,number (1),Majorations hors actes CCAM - complément dacte,IR_CPA_V,,,
MA_REM_FT,PRS_PAI_MNT,"number (11,2)",Montant global de la dépense,-,,,
MA_REM_FT,DPN_QLF,number (2),Qualificatif de la dépense,IR_DEP_V,,,
MA_REM_FT,PRS_REM_TYP,number (3),Type de remboursement,IR_TYR_V,,,
MA_REM_FT,FLX_ANN_MOI,string (6),Année et Mois de traitement,-,,,
MA_REM_FT,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,,,
MA_REM_FT,ATT_NAT,number (2),Nature de l'accident du travail,IR_ATT_V,,,
MA_REM_FT,PSP_ACT_NAT,number (2),Nature d'activite du professionnel de santé prescripteur,IR_ACT_V,,,
MA_REM_FT,PRS_PPU_SEC,number (1),Code privé - public de la Prestations,IR_PPU_V,,,
NS_BIO_F,CLE_DCI_JNT,number (8),Clé technique de jointure,-,,,
NS_BIO_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
NS_BIO_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
NS_BIO_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,,,
NS_BIO_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,,,
NS_BIO_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,,,
NS_BIO_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,,,
NS_BIO_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-,,,
NS_BIO_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-,,,
NS_BIO_F,GRG_LIQ_COD,string (3),Grand régime de liquidation,-,,,
NS_BIO_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,IR_CAI_V,,,
NS_BIO_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
NS_BIO_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,,,
NS_BIO_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-,,,
NS_BIO_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-,,,
NS_BIO_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-,,,
NS_BIO_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,IR_CAI_V,,,
NS_BIO_F,SLM_AFF_COD,string (3),Code de la SLM,IR_SLM_V,,,
NS_BIO_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
NS_BIO_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,,,
NS_BIO_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
NS_BIO_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,IR_DPT_V,,,
NS_BIO_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,IR_DPT_V,,,
NS_BIO_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,IR_DPT_V,,,
NS_BIO_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,IR_DPT_V,,,
NS_BIO_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
NS_BIO_F,BIO_SEQ_NUM,number (8),Numéro séquentiel,-,,,
NS_BIO_F,BIO_PRS_IDE,number (4),Code NABM de l'acte de biologie,IR_BIO_R,,,
NS_BIO_F,BIO_ACT_QSN,number (5),Quantité d'actes de biologie,-,,,
NS_CAM_F,CLE_DCI_JNT,number (8),Clé technique de jointure,-,,,
NS_CAM_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
NS_CAM_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
NS_CAM_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,,,
NS_CAM_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,,,
NS_CAM_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,,,
NS_CAM_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,,,
NS_CAM_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-,,,
NS_CAM_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-,,,
NS_CAM_F,GRG_LIQ_COD,string (3),Grand régime de liquidation,-,,,
NS_CAM_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,IR_CAI_V,,,
NS_CAM_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
NS_CAM_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,,,
NS_CAM_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-,,,
NS_CAM_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-,,,
NS_CAM_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-,,,
NS_CAM_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,IR_CAI_V,,,
NS_CAM_F,SLM_AFF_COD,string (3),Code de la SLM,IR_SLM_V,,,
NS_CAM_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
NS_CAM_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,,,
NS_CAM_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
NS_CAM_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,IR_DPT_V,,,
NS_CAM_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,IR_DPT_V,,,
NS_CAM_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,IR_DPT_V,,,
NS_CAM_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,IR_DPT_V,,,
NS_CAM_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
NS_CAM_F,CAM_SEQ_NUM,number (8),Numéro séquentiel,-,,,
NS_CAM_F,CAM_PRS_IDE,string (13),Code CCAM de l'acte médical,IR_CCAM_V54,,,
NS_CAM_F,CAM_ACT_COD,string (1),Code activite,XC_ATE_V,,,
NS_CAM_F,CAM_ACT_PRU,"number (7,2)",Prix unitaire CCAM de l'acte médical,-,,,
NS_CAM_F,CAM_ASS_COD,string (1),Code association,IR_ASS_V,,,
NS_CAM_F,CAM_DOC_EXT,string (1),Extension documentaire,-,,,
NS_CAM_F,CAM_MOD_COD,string (4),Codes modificateurs,-,,,
NS_CAM_F,CAM_REM_COD,string (1),Code remboursement exceptionnel,-,,,
NS_CAM_F,CAM_TRT_PHA,number (1),Phase de traitement,XC_PHA_V,,,
NS_CAM_F,CAM_QUA_DEN,string (32),Localisation dentaire,-,,,
NS_CAM_F,CAM_REM_BSE,"number (7,2)",Base de remboursement de la CCAM,-,,,
NS_CAM_F,CAM_GRI_TAR,string (3),Grille tarifaire,-,,,
NS_CAM_F,CAM_ACT_QSN,number (5),Quantité d'actes CCAM,-,,,
NS_DTR_F,CLE_DCI_JNT,number (8),Clé technique de jointure,-,,,
NS_DTR_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
NS_DTR_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
NS_DTR_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,,,
NS_DTR_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,,,
NS_DTR_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,,,
NS_DTR_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,,,
NS_DTR_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-,,,
NS_DTR_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-,,,
NS_DTR_F,GRG_LIQ_COD,string (3),Grand régime de liquidation,-,,,
NS_DTR_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,IR_CAI_V,,,
NS_DTR_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
NS_DTR_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,,,
NS_DTR_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-,,,
NS_DTR_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-,,,
NS_DTR_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-,,,
NS_DTR_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,IR_CAI_V,,,
NS_DTR_F,SLM_AFF_COD,string (3),Code de la SLM,IR_SLM_V,,,
NS_DTR_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
NS_DTR_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,,,
NS_DTR_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
NS_DTR_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,IR_DPT_V,,,
NS_DTR_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,IR_DPT_V,,,
NS_DTR_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,IR_DPT_V,,,
NS_DTR_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,IR_DPT_V,,,
NS_DTR_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
NS_DTR_F,DTR_SEQ_NUM,number (8),Numéro séquentiel,-,,,
NS_DTR_F,TRS_PRS_IDE,number (13),"Code affiné du transport (forfait, km, majoration, supplément)",IR_DTR_V,,,
NS_DTR_F,TRS_ACT_PRU,"number (10,5)",Prix unitaire du code affiné du transport,-,,,
NS_DTR_F,TRS_TRS_MTF,number (3),Motif du transport,IR_MTR_V,,,
NS_DTR_F,TRS_ACT_QSN,number (5),Nombre de Km facturés ou de forfaits ou de majorations ou de suppléments,IR_MTR_V,,,
NS_INV_F,CLE_DCI_JNT,number (8),Clé technique de jointure,-,,,
NS_INV_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
NS_INV_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
NS_INV_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,,,
NS_INV_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,,,
NS_INV_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,,,
NS_INV_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,,,
NS_INV_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-,,,
NS_INV_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-,,,
NS_INV_F,GRG_LIQ_COD,string (3),Grand régime de liquidation,-,,,
NS_INV_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,IR_CAI_V,,,
NS_INV_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
NS_INV_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,,,
NS_INV_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-,,,
NS_INV_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-,,,
NS_INV_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-,,,
NS_INV_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,IR_CAI_V,,,
NS_INV_F,SLM_AFF_COD,string (3),Code de la SLM,IR_SLM_V,,,
NS_INV_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
NS_INV_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,,,
NS_INV_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
NS_INV_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,IR_DPT_V,,,
NS_INV_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,IR_DPT_V,,,
NS_INV_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,IR_DPT_V,,,
NS_INV_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,IR_DPT_V,,,
NS_INV_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
NS_INV_F,INV_SEQ_NUM,number (8),Numéro séquentiel,-,,,
NS_INV_F,INV_PEN_CAT,number (2),Catégorie de la pension d'invalidité,IR_CIV_V,,,
NS_INV_F,INV_PEN_ETA,number (2),Etat de la pension d'invalidité,IR_EIN_V,,,
NS_INV_F,INV_ATR_DTD,date (8),Date d'attribution de la pension d'invalidité,IR_DTE_V,,,
NS_PHA_F,CLE_DCI_JNT,number (8),Clé technique de jointure,-,,,
NS_PHA_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
NS_PHA_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
NS_PHA_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,,,
NS_PHA_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,,,
NS_PHA_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,,,
NS_PHA_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,,,
NS_PHA_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-,,,
NS_PHA_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-,,,
NS_PHA_F,GRG_LIQ_COD,string (3),Grand régime de liquidation,-,,,
NS_PHA_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,IR_CAI_V,,,
NS_PHA_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
NS_PHA_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,,,
NS_PHA_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-,,,
NS_PHA_F,RGO_REM_TAU,"number (5,2)",Taux de remboursement (part Régime Obligatoire),-,,,
NS_PHA_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-,,,
NS_PHA_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,IR_CAI_V,,,
NS_PHA_F,SLM_AFF_COD,string (3),Code de la SLM,IR_SLM_V,,,
NS_PHA_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
NS_PHA_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,,,
NS_PHA_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
NS_PHA_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,IR_DPT_V,,,
NS_PHA_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,IR_DPT_V,,,
NS_PHA_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,IR_DPT_V,,,
NS_PHA_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,IR_DPT_V,,,
NS_PHA_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
NS_PHA_F,PHA_SEQ_NUM,number (8),Numéro séquentiel,-,,,
NS_PHA_F,PHA_PRS_C13,number (13),Code CIP de la pharmacie de ville (13 Caractères),IR_PHA_R,,,
NS_PHA_F,PHA_PRS_IDE,number (7),Code CIP de la pharmacie de ville (ancien code sur 7 Caractères),IR_PHA_R,,,
NS_PHA_F,PHA_ACT_PRU,"number (10,5)",Prix unitaire du médicament codé en CIP,-,,,
NS_PHA_F,PHA_CPA_PCP,string (3),Condition particulière de prise en charge,-,,,
NS_PHA_F,PHA_DEC_PRU,"number (7,2)",Prix unitaire de l'unité délivrée,-,,,
NS_PHA_F,PHA_DEC_TOP,string (1),Top déconditionnement,IR_TDU_V,,,
NS_PHA_F,PHA_IDE_CPL,number (6),Préfixe du code CIP,-,,,
NS_PHA_F,PHA_MOD_PRN,string (1),Mode de prescription,IR_MDP_V,,,
NS_PHA_F,PHA_SEQ_RNV,number (2),Séquence de renouvellement,IR_SEQ_V,,,
NS_PHA_F,PHA_SUB_MTF,number (1),Motif de substitution du médicament,IR_SUB_V,,,
NS_PHA_F,PHA_ACT_QSC,number (5),"Nombre de conditionnements (boite, etc.)",IR_SUB_V,,,
NS_PHA_F,PHA_DEC_QSD,number (5),"Nombre d'unités délivrées (comprimés, etc.) si déconditionnement",-,,,
NS_PRS_F,ACC_TIE_IND,number (1),Top tiers responsable accident,TOP_TIER_ACC,,,
NS_PRS_F,AR1_ASU_NAT,number (2),Nature d'assurance autre régime que régime obligatoire (ARO) - 1ère occurrence,IR_ASU_V,,,
NS_PRS_F,AR1_REM_BSE,"number (9,2)",Base de remboursement autre régime que régime obligatoire (ARO) - 1ère occurrence,-,,,
NS_PRS_F,AR1_REM_MNT,"number (9,2)",Montant remboursé autre régime que régime obligatoire (ARO) - 1ère occurrence,-,,,
NS_PRS_F,AR1_REM_TYP,number (2),Type de remboursement autre régime que régime obligatoire (ARO) - 1ère occurrence,IR_TYR_V,,,
NS_PRS_F,AR2_ASU_NAT,number (2),Nature d'assurance autre régime que régime obligatoire (ARO) - 2ème occurrence,IR_ASU_V,,,
NS_PRS_F,AR2_REM_BSE,"number (9,2)",Base de remboursement autre régime que régime obligatoire (ARO) - 2ème occurrence,-,,,
NS_PRS_F,AR2_REM_MNT,"number (9,2)",Montant remboursé autre régime que régime obligatoire (ARO) - 2ème occurrence,-,,,
NS_PRS_F,AR2_REM_TYP,number (2),Type de remboursement autre régime que régime obligatoire (ARO) - 2ème occurrence,IR_TYR_V,,,
NS_PRS_F,AR3_ASU_NAT,number (2),Nature d'assurance autre régime que régime obligatoire (ARO) - 3ème occurrence,IR_ASU_V,,,
NS_PRS_F,AR3_REM_BSE,"number (9,2)",Base de remboursement autre régime que régime obligatoire (ARO) - 3ème occurrence,-,,,
NS_PRS_F,AR3_REM_MNT,"number (9,2)",Montant remboursé autre régime que régime obligatoire (ARO) - 3ème occurrence,-,,,
NS_PRS_F,AR3_REM_TYP,number (2),Type de remboursement autre régime que régime obligatoire (ARO) - 3ème occurrence,IR_TYR_V,,,
NS_PRS_F,ASS_PAF_MNT,"number (11,2)",Montant des franchises et des participations forfaitaires de l'assuré,-,,,
NS_PRS_F,BEN_AMA_COD,number (4),Age du bénéficiaire en mois (si < 2 ans) ou années (si >= 2 ans),IR_AMA_V,,,
NS_PRS_F,BEN_CDI_NIR,string (2),Code d'identification du NIR,IR_NIR_V,,,
NS_PRS_F,BEN_CMU_ORG,string (9),Code de l'organisme complémentaire,IR_ORG_V,,,
NS_PRS_F,BEN_CMU_TOP,string (1),Top bénéficiaire de la CMU complémentaire,-,,,
NS_PRS_F,BEN_CTA_TYP,number (3),Type de contrat complémentaire,IR_CTA_V,,,
NS_PRS_F,BEN_EHP_TOP,string (1),Identification hospitalisation en EHPAD ou en EMS,IR_HAD_V,,,
NS_PRS_F,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
NS_PRS_F,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
NS_PRS_F,BEN_QAF_COD,number (2),Qualité du matricule de l'ouvreur de droits,IR_QBA_V,,,
NS_PRS_F,BEN_RES_COM,string (3),Commune de résidence du bénéficiaire,IR_GEO_V,,,
NS_PRS_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
NS_PRS_F,BSE_REM_BSE,"number (11,2)",Base de remboursement de l'acte de base,-,,,
NS_PRS_F,BSE_REM_MNT,"number (11,2)",Montant remboursé pour l'acte de base,-,,,
NS_PRS_F,CAI_AFF_COD,string (3),Code de la caisse d'affiliation,IR_CAI_V,,,
NS_PRS_F,CAI_LIQ_COD,string (3),Code de la caisse de liquidation,IR_CAI_V,,,
NS_PRS_F,CLE_DCI_JNT,number (8),Clé technique de jointure,-,,,
NS_PRS_F,CPM_REM_BSE,"number (11,2)",Base de remboursement des compléments d'actes et majorations (hors participations de l'assuré),-,,,
NS_PRS_F,CPM_REM_MNT,"number (11,2)",Montant remboursé pour les compléments d'actes et majorations,-,,,
NS_PRS_F,DDP_COD,number (3),Code de la discipline de Prestations (ou discipline médico tarifaire),IR_DDP_V,,,
NS_PRS_F,DPN_QLF,number (2),Qualificatif de la dépense,IR_DEP_V,,,
NS_PRS_F,DRG_AFF_NAT,string (2),Code affiné du destinataire du règlement,-,,,
NS_PRS_F,DRG_NAT,number (2),Code du destinataire du règlement,IR_DRG_V,,,
NS_PRS_F,DRT_ACS_TOP,string (1),Top bénéficiaire ACS,IR_BAC_V,,,
NS_PRS_F,ETB_EXE_FIN,string (8),N° FINESS de l'établissement exécutant,-,,,
NS_PRS_F,ETB_PRE_FIN,string (8),N° FINESS de l'établissement prescripteur,-,,,
NS_PRS_F,ETE_CAT_COD,number (3),Catégorie de l'établissement exécutant,IR_CET_V,,,
NS_PRS_F,ETE_DPT_COD,string (3),Département de l'établissement exécutant,IR_DPT_V,,,
NS_PRS_F,ETE_GHS_NUM,number (4),Numéro du GHS,IR_GHS_V,,,
NS_PRS_F,ETE_IND_TAA,number (1),Indicateur TAA,IR_TAA_V,,,
NS_PRS_F,ETE_MCO_DDP,string (1),Code discipline MCO établissement exécutant,IR_MCO_V,,,
NS_PRS_F,ETE_TYP_COD,number (2),Code du type de l'établissement exécutant,IR_TYE_V,,,
NS_PRS_F,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,IR_DPT_V,,,
NS_PRS_F,EXE_CTX_BEN,string (4),Contexte Bénéficiaire,-,,,
NS_PRS_F,EXE_CTX_PFS,string (4),Contexte Professionnels de santé,-,,,
NS_PRS_F,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,IR_DPT_V,,,
NS_PRS_F,EXE_SOI_AMD,string (6),Date (année et mois) de début d'exécution des soins,IR_DTE_V,,,
NS_PRS_F,EXE_SOI_AMF,string (6),Date (année et mois) de fin d'exécution des soins,IR_DTE_V,,,
NS_PRS_F,EXE_SOI_DTD,date (8),Date de début d'exécution des soins,IR_DTE_V,,,
NS_PRS_F,EXE_SOI_DTF,date (8),Date de fin d'exécution des soins,IR_DTE_V,,,
NS_PRS_F,EXO_MTF,number (2),Motif d'exonération du ticket modérateur,IR_EXO_V,,,
NS_PRS_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,,,
NS_PRS_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,,,
NS_PRS_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,,,
NS_PRS_F,GRG_AFF_COD,string (3),Code du grand régime d'affiliation,-,,,
NS_PRS_F,GRG_LIQ_COD,string (3),Grand régime de liquidation,-,,,
NS_PRS_F,IJR_RVL_NAT,string (2),Nature de la revalorisation (indemnités journalières),IR_RVL_V,,,
NS_PRS_F,MDT_COD,number (2),Code du mode de traitement,IR_MDT_V,,,
NS_PRS_F,MFT_COD,number (2),Code du mode de fixation des tarifs,IR_MFT_V,,,
NS_PRS_F,MTM_NAT,number (1),Modulation du ticket modérateur,IR_MTM_V,,,
NS_PRS_F,PFS_EXE_NUM,string (8),N° du professionnel de santé exécutant,-,,,
NS_PRS_F,PFS_PRE_NUM,string (8),N° du professionnel de santé prescripteur,-,,,
NS_PRS_F,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,IR_DPT_V,,,
NS_PRS_F,PRE_PRE_AMD,string (6),Date (année et mois) de prescription,IR_DTE_V,,,
NS_PRS_F,PRE_PRE_DTD,date (8),Date de prescription,IR_DTE_V,,,
NS_PRS_F,PRS_ACT_COG,"number (9,2)",Coefficient global de l'acte de base,-,,,
NS_PRS_F,PRS_ACT_NBR,number (5),Dénombrement des actes de base,-,,,
NS_PRS_F,PRS_ACT_QTE,number (5),Quantité de l'acte de base,-,,,
NS_PRS_F,PRS_DEP_MNT,"number (11,2)",Montant global du dépassement,-,,,
NS_PRS_F,PRS_DIS_PRE,string (2),Dispositif de prévention,-,,,
NS_PRS_F,PRS_DRA_AME,string (6),Date réelle (année et mois) de l'accouchement,-,,,
NS_PRS_F,PRS_GRS_DTD,date (8),Date présumée de Grossesse,IR_DTE_V,,,
NS_PRS_F,PRS_HOS_AMD,string (6),Date (année et mois) de début d'hospitalisation,IR_DTE_V,,,
NS_PRS_F,PRS_HOS_DTD,date (8),Date de début d'hospitalisation,IR_DTE_V,,,
NS_PRS_F,PRS_MTT_NUM,string (8),Numéro du medecin traitant,-,,,
NS_PRS_F,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
NS_PRS_F,PRS_PAI_MNT,"number (11,2)",Montant global de la dépense,-,,,
NS_PRS_F,PRS_PDS_QCP,number (2),Code qualificatif du parcours de soins,IR_QPS_V,,,
NS_PRS_F,PRS_PPU_SEC,number (1),Code privé - public de la Prestations,IR_PPU_V,,,
NS_PRS_F,PRS_PRE_MTT,number (1),Code origine de la prescription,IR_TMT_V,,,
NS_PRS_F,PSE_ACT_NAT,number (2),Nature d'activité du professionnel de santé exécutant,IR_ACT_V,,,
NS_PRS_F,PSE_ACT_SPE,number (2),Spécialité ou nature d'activité du professionnel de santé exécutant,IR_SPA_D,,,
NS_PRS_F,PSE_CNV_COD,number (1),Code convention du professionnel de santé exécutant,IR_CNV_V,,,
NS_PRS_F,PSE_SPE_COD,number (2),Spécialite médicale du professionnel de santé exécutant,IR_SPE_V,,,
NS_PRS_F,PSE_STJ_COD,number (2),Mode d'exercice du professionnel de santé exécutant,IR_SJP_V,,,
NS_PRS_F,PSP_ACT_NAT,number (2),Nature d'activite du professionnel de santé prescripteur,IR_ACT_V,,,
NS_PRS_F,PSP_ACT_SPE,number (2),Spécialité ou nature d'activité du professionnel de santé prescripteur,IR_SPA_D,,,
NS_PRS_F,PSP_CNV_COD,number (1),Code convention du professionnel de santé prescripteur,IR_CNV_V,,,
